Client,Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
743,M,57,203,1,0,0,0,0,0,1928.705714,0,0,0,0,0,1586.968571,1586.968571,3,3,1630.162857,1630.162857,285.7142857,341.4092857,596.9642857,39,39,3,20,13,0,0,0,0,0,0
744,M,33,107,2,0,0,0,0,1,7881.311071,0,0,0,0,9055.584643,1380.643929,1296.896071,4,3,1395.894286,1384.608571,71.42857143,247.0014286,868.75,37,35,2,12,19,0,0,0,0,0,0
745,M,26,76,1,0,0,1,0,0,3688.156786,0,0,0,0,0,901.9928571,901.9928571,2,2,1019.571429,1019.571429,785.7142857,0,231.25,6,6,2,0,3,0,0,0,0,0,0
746,M,46,163,1,0,1,0,0,0,16436.32714,0,49030.41071,0,0,0,0.007142857,0.007142857,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,M,31,20,1,0,0,1,0,0,43.13,0,0,1459.457143,0,0,1322.731071,1322.719286,18,17,1270.2,1243.025,535.7142857,75.90607143,624.4285714,36,33,3,3,24,1,0,1,0.25,0,3.892857143
748,F,67,181,1,0,0,1,0,0,1155.467143,0,0,0,0,0,13.11964286,13.06535714,5,2,62.90607143,49.83678571,35.71428571,10.67857143,0,8,5,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL
749,M,30,9,1,0,0,0,0,0,0.191785714,0,0,0,0,0,379.3646429,379.3646429,2,2,380.5357143,380.5357143,378.5714286,0,0,3,3,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL
750,F,40,173,1,0,0,0,0,1,710.4925,0,0,0,0,2893.026786,1056.926429,1001.36,3,2,1376.678571,1374.571429,0,32.10714286,1124,17,16,0,1,13,NULL,NULL,NULL,NULL,NULL,NULL
751,M,59,20,1,0,0,0,0,0,38.65571429,0,0,0,0,0,470.9039286,470.9039286,3,3,1014.760714,1014.760714,357.1428571,490.1178571,165.2142857,9,9,1,3,4,0,0,0,0,0,0
752,M,58,37,1,1,0,0,0,0,60.11392857,14680.95429,0,0,0,0,1036.567857,1034.420357,3,2,1248.642857,1248.642857,0,182.6785714,1053.642857,7,7,0,2,3,NULL,NULL,NULL,NULL,NULL,NULL
753,M,45,52,1,0,0,0,0,0,16357.57679,0,0,0,0,0,215.1796429,215.1796429,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,F,36,196,1,0,0,0,0,0,13.0425,0,0,0,0,0,565.7867857,565.7867857,2,2,3.012857143,3.012857143,0,0,0,2,2,0,0,0,0,1,1,0,39.27678571,9.176785714
755,M,34,55,1,0,11,0,0,0,590.4103571,0,2165.822857,0,0,0,619.9271429,619.9271429,2,2,607.75,607.75,107.1428571,0,138.7142857,6,6,1,0,3,0,0,0,0,0,0
756,M,29,149,1,0,3,1,1,1,1782.36,0,2322.801071,250.8803571,966.6189286,3141.9,5619.950714,4429.792857,37,30,6812.080357,4438.271429,867.8571429,911.5635714,832.8014286,86,53,6,23,14,NULL,NULL,NULL,NULL,NULL,NULL
757,F,50,108,1,0,0,0,0,0,1202.235,0,0,0,0,0,1183.395714,1183.395714,5,5,1117.882143,1117.882143,535.7142857,0,363.8928571,7,7,2,0,2,1,0,0,9.939821429,0,0
758,M,33,31,1,1,0,0,0,0,8826.644286,9129.4875,0,0,0,0,775.2871429,703.0092857,4,2,988.1264286,988.1264286,475,438.8764286,71.42857143,23,23,5,13,1,0,0,0,0,0,0
759,F,26,75,1,0,0,1,0,0,0.784285714,0,0,0,0,0,624.5535714,624.5535714,2,2,283,283,53.57142857,144.1071429,81.92857143,21,21,1,14,5,NULL,NULL,NULL,NULL,NULL,NULL
760,F,44,92,1,5,0,0,0,0,21873.90179,3890.05,0,0,0,0,2937.783571,2918.663571,8,7,2046.159286,2046.159286,1285.714286,541.3378571,218.4642857,25,25,4,12,8,NULL,NULL,NULL,NULL,NULL,NULL
761,F,44,13,1,1,0,0,0,0,128.3882143,0,0,0,0,0,838.6692857,731.4303571,7,5,716.1432143,573.2860714,78.57142857,117.4646429,375.8214286,21,20,4,9,6,0,0,0,0,0,0
762,M,38,103,1,0,1,0,0,0,1077.346071,0,0,0,0,0,385.0521429,385.0521429,3,3,405.75,405.75,392.8571429,0,10.71428571,6,6,3,0,1,0,1,0,0,0.214285714,0
763,F,83,126,1,0,0,1,1,1,5292.179286,0,0,0,1529.058929,2906.981786,938.5910714,880.9,7,2,642.75,635.1071429,500,0,16.07142857,10,5,1,0,1,0,0,0,0,0,0
764,F,51,36,1,2,0,0,0,0,13436.16429,8.710714286,0,0,0,0,2867.806786,2857.153214,3,2,2395.308571,2395.308571,0,475.13,1920.071429,39,39,0,27,11,0,0,0,0,0,0
765,F,44,66,2,0,0,0,0,0,4.714285714,0,0,0,0,0,504.0010714,504.0010714,4,4,558.9639286,558.9639286,0,92.49964286,463.0714286,11,11,0,5,5,NULL,NULL,NULL,NULL,NULL,NULL
766,M,32,95,1,0,0,0,0,0,497.9189286,0,0,0,0,0,25314.01286,25314.01286,5,5,398.3928571,398.3928571,0,0,396,6,6,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL
767,F,58,9,1,2,3,0,0,0,0,8036.430714,424.1864286,0,0,0,1944.046786,1942.901429,5,4,3461.066071,1471.155357,0,81.72678571,313.25,13,11,0,4,5,1,0,0,0.686964286,0,0
768,M,19,67,1,0,0,0,1,0,1107.243571,0,0,0,992.4075,0,2085.42,2077.254286,9,6,1738.903214,1737.474643,285.7142857,359.9389286,1087.5,15,13,2,6,3,NULL,NULL,NULL,NULL,NULL,NULL
769,F,31,64,1,1,0,0,0,0,265.3528571,6097.246429,0,0,0,0,2.491428571,0.006785714,2,1,864.3928571,864.3928571,0,0,861.8928571,8,8,0,0,7,NULL,NULL,NULL,NULL,NULL,NULL
770,M,37,80,1,0,0,0,0,0,1.408214286,0,0,0,0,0,413.43,413.43,3,3,408.3214286,408.3214286,196.4285714,0,209.7142857,3,3,1,0,1,1,0,0,1.595357143,0,0
771,F,6,66,1,0,2,0,0,0,17.62571429,0,0,0,0,0,402.8667857,402.8667857,2,2,348.1428571,348.1428571,196.4285714,0,149.1071429,5,5,1,0,3,0,0,0,0,0,0
772,M,68,19,1,1,1,1,0,0,297.1175,9.593571429,0,0,0,0,151.3328571,150.2514286,4,2,151.0357143,151.0357143,0,0,141.5,6,6,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL
773,F,68,42,1,0,0,0,0,0,1693.176429,0,0,0,0,0,0.0025,0.0025,1,1,934.3582143,934.3582143,285.7142857,643.1071429,0,9,9,2,4,0,0,0,0,0,0,0
774,F,29,33,1,0,0,1,0,2,83.05642857,0,0,0,0,337.7471429,2256.241786,1475.583214,20,16,2208.916071,1475.583214,421.4285714,0,160.4285714,30,15,4,0,2,0,0,0,0,0,0
775,M,40,151,2,2,1,1,0,1,116.1735714,3774.253929,579084.1079,0,0,277.0864286,8126.133929,3868.279286,39,24,8018.566786,3906.680714,342.8571429,203.7267857,1166.0475,57,27,2,5,10,1,0,1,1.996071429,0,19.03571429
776,M,33,152,2,1,1,0,0,0,0,10977.92679,11162.43964,0,0,0,393.0678571,392.8942857,4,3,339.4257143,339.4257143,0,0,334.7471429,9,9,0,0,8,0,0,1,0,0,3.148928571
777,F,5,22,1,0,0,0,0,0,484.5646429,0,0,0,0,0,1864.1025,1864.1025,8,8,1372.87,1372.87,96.42857143,492.6914286,780.1785714,36,36,3,20,10,1,0,1,0.99125,0,12.43857143
778,M,50,150,1,0,0,1,0,0,3821.465,0,0,0,0,0,661.5914286,472.1646429,8,6,633.3092857,446.8592857,71.42857143,126.2714286,54.87535714,14,10,1,2,3,NULL,NULL,NULL,NULL,NULL,NULL
779,M,44,132,1,0,0,1,0,0,567.8696429,0,0,0,0,0,3300.076786,2348.742857,29,27,3602.077857,2185.478571,589.2857143,195.7375,19.85714286,56,31,7,10,1,NULL,NULL,NULL,NULL,NULL,NULL
780,M,19,127,1,0,0,1,1,0,184.8096429,0,0,0,641.7617857,0,1239.380357,789.23,23,16,1109.316786,760.6585714,142.8571429,0,164.8214286,32,15,5,0,5,NULL,NULL,NULL,NULL,NULL,NULL
781,M,51,188,1,1,0,0,0,0,347.4175,3836.268214,0,0,0,0,1865.6825,1865.680357,6,5,3002.825357,3002.825357,71.42857143,69.69285714,2860.0075,16,16,2,1,12,NULL,NULL,NULL,NULL,NULL,NULL
782,M,75,22,1,2,2,0,0,0,323.6771429,37651.5,69073.49214,0,0,0,64.56892857,63.25642857,3,2,346.5678571,346.5678571,0,343.175,0,25,25,0,24,0,0,1,0,0,2.001071429,0
783,M,26,102,1,0,0,0,0,0,4765.473571,0,0,0,0,0,530.9014286,530.9014286,2,2,600.9642857,600.9642857,0,0,597.5714286,6,6,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL
784,F,30,88,1,0,0,0,0,0,870.1514286,0,0,0,0,0,824.4085714,824.4085714,3,3,1127.25,1127.25,892.8571429,231.3571429,0,15,15,7,2,0,0,0,0,0,0,0
785,M,9,179,1,0,0,1,0,0,6478.5075,0,0,0,0,0,14587.09643,14092.65571,24,20,2603.055357,2109.55,571.4285714,330.7521429,709,36,29,3,11,8,NULL,NULL,NULL,NULL,NULL,NULL
786,M,75,239,1,2,0,0,0,0,1016.5725,4112.396071,0,0,0,0,609.4010714,608.0382143,3,2,161.1514286,161.1514286,0,160.2585714,0,17,17,0,16,0,NULL,NULL,NULL,NULL,NULL,NULL
787,M,66,129,1,1,1,0,0,0,1663.055714,6667.519286,14696.50143,0,0,0,655.8675,652.2085714,5,3,1272.633571,1272.633571,0,0,197.6335714,7,7,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL
788,F,62,94,1,1,2,0,0,0,36.99178571,7139.7625,0,0,0,0,3.380357143,0.001785714,2,1,363.75,363.75,0,0,178.5714286,3,3,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL
789,M,26,2,1,0,6,0,0,0,16.42928571,0,2503.260357,0,0,0,117.84,117.84,2,2,6.251428571,6.251428571,0,0,0,2,2,0,0,0,0,0,0,0,0,0
790,M,30,122,1,0,0,1,0,0,4.027142857,0,0,0,0,0,1691.19,1691.19,5,5,1286.822857,1286.822857,214.2857143,548.0828571,521.0614286,39,39,3,27,8,1,0,0,6.080178571,0,0
791,F,16,23,1,1,7,1,1,0,910.305,3680.094286,8823.257143,0,360.0260714,0,1820.933214,464.4342857,11,2,2033.365714,1105.722857,0,692.9285714,0,18,3,0,9,0,NULL,NULL,NULL,NULL,NULL,NULL
792,M,84,151,1,0,0,0,0,0,9.3025,0,0,0,0,0,920.8057143,920.8057143,2,2,1475.090714,1475.090714,0,0,0,2,2,0,0,0,1,0,1,52.61821429,0,16.2475
793,F,63,20,1,1,0,0,0,0,20.64928571,4004.674286,0,0,0,0,945.4446429,944.6789286,5,4,1014.432143,1014.432143,0,58.71785714,941.6071429,8,8,0,1,5,0,1,0,0,6.892857143,0
794,F,39,202,1,1,1,0,1,1,283.2157143,16218.19679,0,0,547.7832143,4239.845714,893.2146429,597.8225,11,2,1027.1325,647.6428571,57.14285714,347.3460714,200.8928571,36,14,1,15,8,NULL,NULL,NULL,NULL,NULL,NULL
795,F,68,26,1,0,1,0,0,0,528.5796429,0,12768.21357,0,0,0,0.000357143,0.000357143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.33357143
796,F,76,64,3,0,0,0,1,1,247.0035714,0,0,0,1109.505714,4632.981786,5944.744643,5444.880357,12,5,6662.3075,5748.248571,1010.714286,906.5946429,4173.546429,69,34,7,31,21,NULL,NULL,NULL,NULL,NULL,NULL
797,F,37,151,1,1,4,0,0,0,1409.805,26478.28893,3020.640714,0,0,0,1778.666429,1061.265,8,5,1478.821071,1478.821071,857.1428571,0,545.1782143,15,15,2,0,11,NULL,NULL,NULL,NULL,NULL,NULL
798,F,24,102,1,0,0,0,0,0,134.4014286,0,0,0,0,0,0.001785714,0.001785714,1,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
799,M,73,149,1,0,0,0,0,0,882.1239286,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
800,M,35,75,1,0,1,1,0,0,660.9817857,0,0,0,0,0,0.023214286,0.023214286,1,1,1613.927143,1613.927143,1142.857143,393.1057143,74.42857143,16,16,2,7,3,0,0,0,0,0,0
801,F,44,24,1,0,0,0,0,0,28.57142857,0,0,0,0,0,0.000714286,0.000714286,1,1,305.575,305.575,57.14285714,211.2892857,35.71428571,9,9,3,4,1,1,1,0,51.96553571,3.928571429,0
802,M,47,25,1,1,3,0,0,0,7.093571429,2645.545714,11587.91036,0,0,0,3399.972143,3398.148214,6,5,6050.262857,3728.834286,250,275.7578571,3201.647857,29,28,6,9,12,0,0,1,0,0,13.07142857
803,M,37,115,1,0,0,0,0,0,0,0,0,0,0,0,376.7510714,376.7510714,2,2,594.9239286,594.9239286,353.5714286,78.17392857,150.6071429,36,36,8,7,5,NULL,NULL,NULL,NULL,NULL,NULL
804,M,70,130,2,1,0,0,0,0,0,12053.17643,0,0,0,0,178.5735714,178.5735714,2,2,108.7535714,108.7535714,0,0,0,3,3,0,0,0,0,0,0,0,0,0
805,M,57,147,1,0,0,1,0,0,0.6175,0,0,354.96,0,0,1001.298929,1001.298929,16,16,1577.325,1577.325,928.5714286,245.6464286,399.6071429,24,24,4,9,10,0,0,0,0,0,0
806,F,37,59,1,0,0,0,0,0,0,0,0,0,0,0,356.0364286,356.0364286,3,3,359.1071429,359.1071429,357.1428571,0,0,3,3,2,0,0,0,0,1,0,0,12.02392857
807,M,42,86,1,0,0,0,0,0,256.4892857,0,0,0,0,0,1695.690357,1695.690357,3,3,1509.3,1509.3,0,264.9785714,935.25,22,22,0,9,11,NULL,NULL,NULL,NULL,NULL,NULL
808,M,48,85,1,1,18,0,0,0,608.5792857,55.53035714,0,0,0,0,0.871785714,0.040357143,2,1,10982.14286,10982.14286,0,0,0,4,4,0,0,0,0,0,1,0,0,7.428571429
809,M,30,157,1,0,0,0,0,1,16.62392857,0,0,0,0,3295.807143,1156.069643,1053.537857,4,3,1444.089643,1434.589643,857.1428571,372.2682143,44.64285714,30,28,3,20,2,0,1,1,0,6.964285714,8.262142857
810,F,48,107,1,0,0,1,0,1,542.1714286,0,0,0,0,930.3571429,926.0989286,832.3782143,4,3,905.175,903.0678571,114.2857143,184.5321429,483.1785714,13,12,4,2,4,0,0,0,0,0,0
811,M,28,151,1,0,0,0,0,0,1227.868214,0,0,0,0,0,1185.619643,1185.619643,3,3,1360.892857,1360.892857,0,0,285.3571429,7,7,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL
812,M,29,175,1,0,0,0,0,0,6302.067857,0,0,0,0,0,0.002857143,0.002857143,1,1,2.5,2.5,0,0,0,2,2,0,0,0,0,0,0,0,0,0
813,F,57,150,1,1,0,1,0,0,20.41321429,29215.98036,0,306.9214286,0,0,257.8232143,253.4367857,3,2,14.21428571,14.21428571,0,0,10.82142857,2,2,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL
814,F,46,7,1,1,1,0,0,0,2498.932143,3639.594643,308.8821429,0,0,0,1237.548571,1222.448929,4,3,403.1785714,403.1785714,17.85714286,0,384.6785714,11,11,1,0,9,0,0,0,0,0,0
815,M,42,150,1,0,0,0,0,0,4523.646786,0,0,0,0,0,1107.144286,1107.144286,3,3,1210.810357,1210.810357,0,210.7464286,217.6785714,12,12,0,6,2,0,0,0,0,0,0
816,M,24,4,1,0,0,0,0,0,382.7135714,0,0,0,0,0,1321.430357,1321.430357,2,2,1461.317857,1461.317857,0,0,909.1464286,11,11,0,0,7,NULL,NULL,NULL,NULL,NULL,NULL
817,M,42,152,1,0,3,0,0,0,57.5575,0,6083.648571,0,0,0,974.0171429,974.0171429,5,5,516.1785714,516.1785714,0,0,513.6785714,6,6,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL
818,M,76,173,1,0,0,0,0,0,1381.638571,0,0,0,0,0,528.4346429,528.4346429,2,2,478.2046429,478.2046429,0,140.3392857,334.4725,14,14,0,6,7,NULL,NULL,NULL,NULL,NULL,NULL
819,M,34,181,1,0,0,0,1,2,325.1242857,0,0,0,2.25,3816.979643,918.7039286,826.2892857,5,2,386.0582143,377.1296429,0,168.4867857,46.42857143,12,9,0,5,2,0,0,0,0,0,0
820,F,66,55,1,0,0,0,0,0,176.4846429,0,0,0,0,0,259.8217857,259.8217857,4,4,158.9642857,158.9642857,17.85714286,0,137.5,4,4,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL
821,M,77,61,3,1,0,0,0,0,1054.237143,8.158928571,0,0,0,0,2121.826071,2116.465714,4,3,985.9717857,985.9717857,603.5714286,212.2946429,149.1771429,28,28,5,16,6,0,0,1,0,0,10.25
822,F,69,225,1,1,1,1,0,0,300.7753571,65263.04429,0,134.3346429,0,0,676.3707143,601.4339286,5,3,690.0557143,690.0557143,0,293.8414286,210.8571429,22,22,0,15,4,0,0,0,0,0,0
823,F,49,9,1,1,0,0,0,0,13177.15321,725.6314286,0,0,0,0,3214.316071,3214.316071,2,2,3481.531071,3481.531071,0,1800.720357,230.8214286,52,52,0,44,5,0,0,0,0,0,0
824,F,57,1,1,1,1,0,0,0,337.6821429,1716.291071,526.7785714,0,0,0,803.965,803.9553571,4,3,9.6375,9.6375,0,0,0,3,3,0,0,0,0,0,0,0,0,0
825,M,32,152,1,0,0,0,0,0,28.57142857,0,0,0,0,0,395.1435714,395.1435714,2,2,431,431,428.5714286,0,0,3,3,2,0,0,0,0,0,0,0,0
826,F,30,108,1,0,1,1,1,0,0,0,62103.26857,0,0,0,1610.243571,1504.473929,18,13,1689.403571,1478.895,196.4285714,174.4935714,107.1428571,43,32,6,17,1,0,0,1,0,0,2.821428571
827,M,57,50,1,0,0,1,1,0,49.19357143,0,0,0,0.464285714,0,1755.281786,1750.404286,9,6,1474.321429,1455.035714,607.1428571,17.85714286,843.25,26,23,4,1,17,0,1,1,0,7.928571429,12.24214286
828,F,27,221,1,0,0,0,0,0,0,0,0,0,0,0,110.7221429,110.7221429,2,2,1.964285714,1.964285714,0,0,0,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
829,F,80,71,1,0,0,0,1,5,183.6614286,0,0,0,2.344642857,1506.501429,1672.255714,1444.895,12,8,1339.893571,1328.072143,178.5714286,196.7328571,597.1428571,34,31,4,9,14,NULL,NULL,NULL,NULL,NULL,NULL
830,M,23,65,1,0,0,0,0,0,21.3625,0,0,0,0,0,998.245,998.245,2,2,974.8242857,974.8242857,428.5714286,171.2171429,374.8214286,24,24,6,15,2,NULL,NULL,NULL,NULL,NULL,NULL
831,M,47,111,1,0,1,0,0,0,1440.0525,0,0,0,0,0,788.0039286,788.0039286,3,3,1018.802143,1018.802143,0,0,1016.516429,6,6,0,0,5,1,0,0,2.024642857,0,0
832,F,37,174,1,0,0,0,0,0,458.8110714,0,0,0,0,0,977.4860714,977.4860714,2,2,904.5357143,904.5357143,535.7142857,0,337.8571429,12,12,1,0,6,NULL,NULL,NULL,NULL,NULL,NULL
833,M,36,150,1,0,0,0,0,0,3017.641429,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0,4.999285714,0
834,F,28,78,1,0,0,1,0,1,4430.363214,0,0,0,0,2015.487857,3488.588214,2380.576071,23,20,3476.827143,2344.861786,267.8571429,155.6428571,752.7703571,42,23,5,6,8,NULL,NULL,NULL,NULL,NULL,NULL
835,F,66,98,1,0,0,0,0,0,871.5025,0,0,0,0,0,382.2153571,382.2153571,3,3,5.535714286,5.535714286,0,0,0,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
836,F,27,129,2,0,0,0,0,0,920.6767857,0,0,0,0,0,0.000357143,0.000357143,1,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,1,1,0,3.416607143,11,0
837,M,56,176,1,0,0,0,0,0,686.4396429,0,0,0,0,0,107.7167857,107.7167857,2,2,80.92857143,80.92857143,0,0,78.75,2,2,0,0,1,0,0,0,0,0,0
838,M,24,181,1,0,0,1,0,0,54.48214286,0,0,0,0,0,414.825,414.825,4,4,781.5925,781.5925,107.1428571,338.075,335.6246429,20,20,1,13,5,0,0,1,0,0,3.892857143
839,M,29,55,1,0,0,0,0,0,870.7567857,0,0,0,0,0,0.000357143,0.000357143,1,1,67.85714286,67.85714286,67.85714286,0,0,1,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL
840,F,67,86,1,0,0,0,1,0,14.71214286,0,0,0,0,0,336.9085714,335.73,6,4,1380.310357,1377.953214,71.42857143,642.8571429,236.2496429,13,9,2,1,3,0,1,0,0,3.510714286,0
841,F,63,134,1,1,2,0,0,0,1029.658571,0,0,0,0,0,6.243214286,0.000357143,5,1,0.028571429,0,0,0,0,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
842,F,54,56,1,0,0,0,0,0,22.13571429,0,0,0,0,0,0,0,0,0,0.893928571,0.893928571,0,0,0,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
843,,36,151,1,0,0,0,0,0,80.92857143,0,0,0,0,0,2098.15,2098.15,4,4,2136.121429,2136.121429,357.1428571,643.5857143,1130.178571,23,23,1,8,11,0,0,0,0,0,0
844,M,43,129,1,0,0,0,0,0,21.33071429,0,0,0,0,0,428.5725,428.5725,3,3,927.5357143,927.5357143,525,10.71428571,207.7142857,10,10,3,1,4,NULL,NULL,NULL,NULL,NULL,NULL
845,F,31,37,1,0,0,0,0,0,459.5907143,0,0,0,0,0,0,0,0,0,0.893928571,0.893928571,0,0,0,1,1,0,0,0,0,0,0,0,0,0
846,M,21,52,1,1,2,1,1,0,224.0717857,5.000357143,12033.39571,558.7092857,0,0,17891.39464,9564.714286,12,3,16854.96357,4686.850357,357.1428571,639.7310714,1278.807143,61,29,4,23,15,0,0,1,0,0,2.553571429
847,M,19,77,1,0,0,0,0,0,240.9489286,0,0,0,0,0,0.015714286,0.015714286,1,1,0.892857143,0.892857143,0,0,0,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
848,M,34,23,1,0,0,0,1,0,49.75678571,0,0,0,0,0,409.7492857,407.3628571,6,2,1960.142857,1957.785714,1857.142857,95.64285714,0,17,13,6,4,0,0,0,0,0,0,0
849,F,24,14,1,0,0,0,0,0,146.8539286,0,0,0,0,0,107.1464286,107.1464286,2,2,205.5796429,205.5796429,189.8096429,0,0,9,9,4,0,0,0,0,1,0,0,12.86821429
850,F,49,44,1,0,0,0,0,0,43.52321429,0,0,0,0,0,1392.402857,1392.402857,3,3,1226.345357,1226.345357,0,0,121.9285714,6,6,0,0,1,0,1,0,0,0.893928571,0
851,F,4,80,1,1,0,1,0,0,732.9371429,103328.8189,0,0,0,0,0.011071429,0.011071429,1,1,1312.653214,1312.653214,792.6646429,501.2046429,0,43,43,4,34,0,NULL,NULL,NULL,NULL,NULL,NULL
852,M,30,199,1,0,0,0,0,0,357.1457143,0,0,0,0,0,694.4614286,694.3239286,5,4,552.3,552.1428571,0,0,550.6071429,7,6,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL
853,M,47,148,1,1,0,1,0,0,3061.968929,19069.40071,0,0,0,0,639.4228571,639.4092857,3,2,1093.764286,1093.764286,571.4285714,30.9,487.15,14,14,1,2,9,NULL,NULL,NULL,NULL,NULL,NULL
854,F,26,47,1,1,4,1,0,0,1860.239643,851.0614286,342.5960714,0,0,0,554.5521429,554.0432143,3,2,764.5360714,764.5360714,542.8571429,21.35714286,195.7860714,7,7,2,1,3,NULL,NULL,NULL,NULL,NULL,NULL
855,M,35,150,1,0,1,0,0,0,49.0575,0,1171.071429,0,0,0,800.6507143,800.6507143,5,5,316.6928571,316.6928571,250,52.62142857,10.67857143,5,5,2,1,1,0,0,1,0,0,17.64285714
856,F,5,62,1,0,1,0,0,0,660.1114286,0,14777.41714,0,0,0,0.000357143,0.000357143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,F,61,171,1,0,0,0,0,0,983.3739286,0,0,0,0,0,420.7589286,420.7589286,2,2,367.1428571,367.1428571,0,0,363.5357143,9,9,0,0,8,0,0,0,0,0,0
858,M,8,25,1,0,0,0,0,0,660.2478571,0,0,0,0,0,70.28642857,70.28642857,3,3,23.21428571,23.21428571,0,0,16.07142857,2,2,0,0,1,0,0,0,0,0,0
859,M,12,150,1,0,0,0,0,0,359.0332143,0,0,0,0,0,0.007142857,0.007142857,1,1,8.926785714,8.926785714,0,0,0,2,2,0,0,0,0,0,1,0,0,4.166785714
860,M,26,9,1,0,0,0,0,0,169.9696429,0,0,0,0,0,0.000357143,0.000357143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.107142857
861,M,46,20,1,0,0,0,0,0,736.4207143,0,0,0,0,0,114.2860714,114.2860714,4,4,110.7142857,110.7142857,110.7142857,0,0,4,4,4,0,0,NULL,NULL,NULL,NULL,NULL,NULL
862,M,29,152,1,0,0,0,0,0,3.583571429,0,0,0,0,0,253.5725,253.5725,2,2,232.0214286,232.0214286,125,104.4142857,0,17,17,5,8,0,NULL,NULL,NULL,NULL,NULL,NULL
863,M,26,151,1,0,0,1,1,2,21.93678571,0,0,0,1.178571429,63.80321429,2284.4875,1621.39,23,14,3678.240357,2135.096429,642.8571429,1120.185714,805.3571429,55,23,7,18,8,0,0,1,0,0,22.60714286
864,M,31,26,1,0,0,1,0,0,23.49607143,0,0,0,0,0,1095.303214,1095.303214,2,2,787.8928571,787.8928571,785.7142857,0,0,5,5,3,0,0,1,0,0,30.69732143,0,0
865,M,23,26,1,0,0,0,0,0,591.2628571,0,0,0,0,0,125.275,125.275,2,2,441.4642857,441.4642857,214.2857143,14.28571429,203.4285714,12,12,3,1,5,0,0,1,0,0,7.535714286
866,M,21,83,1,0,0,0,0,0,1751.350714,0,0,0,0,0,2395.361786,2395.361786,5,5,2671.748929,2671.748929,696.4285714,928.2632143,804.25,70,70,12,34,15,NULL,NULL,NULL,NULL,NULL,NULL
867,F,36,62,1,0,0,1,0,0,1097.734286,0,0,0,0,0,0.000714286,0.000714286,1,1,224.0060714,224.0060714,0,93.86321429,126.75,5,5,0,2,2,0,1,0,0,3.392857143,0
868,F,40,151,1,0,2,0,0,0,0,0,848.3725,0,0,0,1014.363214,1014.363214,2,2,568.0714286,568.0714286,0,0,567.8571429,4,4,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL
869,M,66,93,1,1,3,0,0,0,352.8278571,5469.851071,833.2367857,0,0,0,3404.133571,545.7589286,5,3,873.7171429,873.7171429,89.28571429,462.7528571,320.4285714,21,21,2,12,6,0,0,0,0,0,0
870,M,22,101,1,0,0,1,0,0,122.1064286,0,0,182.9657143,0,0,142.3157143,72.14,5,3,108.5657143,72.14,0,0,0,5,3,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
